city,event_id,event_start,baseline_objective,optimized_objective,lp_recoverable_fraction,lp_replay_gain,lp_replay_recoverable_fraction,replay_fraction_of_base_lp_gain,lp_selected_action_count,event_peak_positive_abnormal_deficit,event_total_precip,baseline_objective_greedy,optimized_objective_greedy,lp_recoverable_fraction_greedy,greedy_replay_gain,greedy_replay_recoverable_fraction,greedy_fraction_of_lp_gain,greedy_selected_action_count,event_peak_positive_abnormal_deficit_greedy,event_total_precip_greedy,replay_gap_recoverable_fraction,replay_gap_fraction_of_lp_gain,lp_allocated_cost,lp_first_order_value_proxy,lp_segment_rows,lp_action_count,lp_unit_count,lp_cost_gini,lp_cost_share_R,lp_cost_share_C,lp_cost_share_S,lp_cost_share_segment_0,lp_cost_share_segment_1,lp_cost_share_segment_2,lp_cost_share_time_early,lp_cost_share_time_mid,lp_cost_share_time_late,greedy_allocated_cost,greedy_first_order_value_proxy,greedy_segment_rows,greedy_action_count,greedy_unit_count,greedy_cost_gini,greedy_cost_share_R,greedy_cost_share_C,greedy_cost_share_S,greedy_cost_share_segment_0,greedy_cost_share_segment_1,greedy_cost_share_time_early,greedy_cost_share_time_mid,greedy_cost_share_time_late,greedy_cost_share_segment_2,action_cost_overlap_share_lp,action_cost_overlap_share_greedy,action_cost_jaccard,lp_only_cost_share,greedy_only_cost_share,lp_action_rows,lp_feature_matched_rows,lp_cost_total,lp_matched_cost,lp_feature_match_rate,lp_matched_cost_share,greedy_proxy_over_realized,lp_proxy_over_realized,greedy_minus_lp_proxy,lp_to_greedy_action_count_ratio,lp_to_greedy_unit_count_ratio,intervention_share_l1,time_share_l1,segment_share_l1
Chicago,146,2019-07-02 23:00:00,0.04097771244,0.03555351338,0.132369494,0.005424196529,0.1323694322,0.9999995331,780,0.002347054096,0.0393701,0.04097771244,0.03555351338,0.132369494,0.00396487131,0.09675677519,0.7309597722,461,0.002347054096,0.0393701,0.03561265701,0.2690402278,1.604000063,0.132369494,827,780,78,0.3222281361,0.1439662863,0.7052114903,0.1508222234,0.9427257504,0.05727424959,,0.6249979373,0.3229175027,0.05208455999,1.604000064,0.1442549632,530,461,41,0.3248065094,0.3619951867,0.5699073997,0.06809741358,0.8551205114,0.1448794886,0.4851434373,0.4303174781,0.08453908456,,0.6193597422,0.6193597422,0.4486032756,0.3806402578,0.3806402578,780,780,1.604000064,1.604000064,1,1,0.04749818806,6.182258325e-08,0.01188546922,1.69197397,1.902439024,0.2180289004,0.1398545,0.08760523904
Austin,491,2024-07-27 07:00:00,0.02247193429,0.01924756525,0.143484268,0.003224369043,0.143484268,1,199,0.002076205508,0.005905515,0.02247193429,0.01924756525,0.143484268,0.002362275687,0.105121155,0.7326319214,115,0.002076205508,0.005905515,0.038363113,0.2673680786,0.2785626198,0.1439766202,202,199,23,0.3183063869,0.0002557916089,0.6995014258,0.3002427825,0.9713435755,0.02865642454,,0.6234164414,0.2308852106,0.145698348,0.2785626198,0.1558558668,124,115,13,0.2920434428,0.1638847809,0.6881538879,0.1479613312,0.9212329616,0.07876703839,0.4807407221,0.4553575633,0.06390171458,,0.6061529607,0.6061529607,0.4348776757,0.3938470393,0.3938470393,199,199,0.2785626198,0.2785626198,1,1,0.0507347118,0.0004923522447,0.01187924655,1.730434783,1.769230769,0.1636289893,0.2244723528,0.05011061385
Philadelphia,645,2023-07-09 18:00:00,0.09158145415,0.07927351959,0.1343933078,0.01230793456,0.1343933078,1,1785,0.02620668832,0.592520005,0.09158145415,0.07927351959,0.1343933078,0.009027956381,0.09857843452,0.7335070184,949,0.02620668832,0.592520005,0.03581487328,0.2664929816,3.906858365,0.1343933078,2006,1785,173,0.4272144204,0.03498481274,0.673103696,0.2919114913,0.9066773762,0.09220935215,0.00111327169,0.6096291738,0.3136885431,0.07668228301,3.906858365,0.1506369351,1080,949,94,0.3460621245,0.1917757344,0.6660049913,0.1422192742,0.8373294155,0.1626705845,0.4333807575,0.4338904735,0.132728769,,0.6021275358,0.6021275357,0.4307456876,0.3978724642,0.3978724643,1785,1785,3.906858365,3.906858365,1,1,0.05205850054,2.467606675e-11,0.01624362724,1.880927292,1.840425532,0.1567909217,0.1762484163,0.07046123233
Philadelphia,650,2023-07-16 19:00:00,0.0243808805,0.02016489459,0.1729218069,0.004215984966,0.1729217682,0.9999997762,837,0.001318960432,0.12992133,0.0243808805,0.02016489459,0.1729218069,0.003098314698,0.1270796884,0.7348968343,428,0.001318960432,0.12992133,0.0458420798,0.2651031657,1.140890303,0.1735252042,856,837,90,0.3605712387,0,0.7337403059,0.2662596941,0.9582002774,0.04179972265,,0.5452123221,0.3342545422,0.1205331356,1.140890303,0.1945620834,489,428,44,0.2175640419,0.1036809151,0.7908390652,0.1054800198,0.8588894877,0.1411105123,0.4551805139,0.422232887,0.1225865992,,0.5658224468,0.5658224468,0.3945274736,0.4341775532,0.4341775532,837,837,1.140890303,1.140890303,1,1,0.06748239499,0.0006034359656,0.02103687922,1.955607477,2.045454545,0.1607796743,0.09003180825,0.09931078969
Austin,485,2024-07-22 23:00:00,0.1053035213,0.08601671448,0.1831544337,0.01928680681,0.1831544337,1,645,0.03052262292,0.3543309,0.1053035213,0.08601671448,0.1831544337,0.01430291547,0.1358256143,0.7415906431,386,0.03052262292,0.3543309,0.0473288194,0.2584093569,2.127726012,0.1834453321,700,645,63,0.4035901763,0.008581378564,0.6974369875,0.293981634,0.9597098892,0.04029011084,4.642327976e-12,0.6375072214,0.2711279023,0.0913648763,2.127726012,0.2095204368,407,386,39,0.3533053491,0.1525599636,0.6461544079,0.2012856285,0.8962153663,0.1037846337,0.4274755681,0.4374073506,0.1351170813,,0.5908530054,0.5908530054,0.4192983469,0.4091469946,0.4091469946,645,645,2.127726012,2.127726012,1,1,0.0736948225,0.0002908984095,0.02607510469,1.670984456,1.615384615,0.143978585,0.2100316534,0.06349452289
Philadelphia,657,2023-07-28 22:00:00,0.05620795867,0.04857938964,0.1357204427,0.007628566382,0.1357203955,0.9999996522,1538,0.01507816758,0.261811165,0.05620795867,0.04857938964,0.1357204427,0.005734116289,0.1020160921,0.7516634197,897,0.01507816758,0.261811165,0.0337043034,0.2483365803,2.357046799,0.1357204427,1628,1538,150,0.3824782275,0.04800647625,0.6748990407,0.2770944831,0.9000162541,0.09887047421,0.001113271677,0.6072034552,0.3606937737,0.0321027711,2.3570468,0.148948709,1025,897,90,0.3106441571,0.1759409687,0.6717897907,0.1522692406,0.8403473141,0.1596526859,0.4399346724,0.4301061255,0.1299592021,,0.6459173746,0.6459173746,0.4770147423,0.3540826254,0.3540826254,1538,1538,2.3570468,2.3570468,1,1,0.04693261692,4.721590788e-08,0.0132282663,1.714604236,1.666666667,0.1279344924,0.1672687828,0.06078221172
Austin,486,2024-07-23 03:00:00,0.1806597614,0.1547181633,0.1435936695,0.02594159807,0.1435936695,1,620,0.03052262292,0.005905515,0.1806597614,0.1547181633,0.1435936695,0.01983256803,0.1097785577,0.764508338,386,0.03052262292,0.005905515,0.0338151118,0.235491662,2.883270223,0.1452080541,742,620,62,0.5063155246,0.06823271157,0.6600545704,0.2717127181,0.9471919835,0.05280801645,2.007497496e-12,0.379971957,0.363243041,0.256785002,2.883270223,0.1654921874,407,386,39,0.3533053491,0.1525599636,0.6461544079,0.2012856285,0.8962153663,0.1037846337,0.4274755681,0.4374073506,0.1351170813,,0.6028964201,0.6028964201,0.4315330865,0.3971035799,0.3971035799,620,620,2.883270223,2.883270223,1,1,0.05571362974,0.001614384567,0.02028413338,1.606217617,1.58974359,0.08432725199,0.1216679207,0.05097661728
San Antonio,492,2024-07-09 16:00:00,0.09517465171,0.08343941316,0.1233021434,0.01173523855,0.1233021434,1,744,0.02679911393,0.1666667567,0.09517465171,0.08343941316,0.1233021434,0.009122438077,0.0958494506,0.7773542939,482,0.02679911393,0.1666667567,0.0274526928,0.2226457061,1.797613118,0.1233021434,828,744,72,0.4142393228,0.033988082,0.7674191356,0.1985927824,0.9315928479,0.06840715205,7.919583683e-12,0.6181396674,0.3522081979,0.02965213465,1.797613118,0.1325077106,522,482,49,0.3025449878,0.1338324088,0.7337341109,0.1324334803,0.8991594948,0.1008405052,0.4450992679,0.4450491964,0.1098515357,,0.6897639656,0.6897639657,0.5264425245,0.3102360344,0.3102360343,744,744,1.797613118,1.797613118,1,1,0.03665826,-3.673090998e-11,0.009205567234,1.543568465,1.469387755,0.09984432684,0.1730403996,0.03243335312
Philadelphia,646,2023-07-14 06:00:00,0.0218368079,0.01804493322,0.1736460156,0.003791874685,0.1736460156,1,609,0.003129179863,0.15354339,0.0218368079,0.01804493322,0.1736460156,0.002960033118,0.135552464,0.7806252483,353,0.003129179863,0.15354339,0.0380935516,0.2193747517,0.9536398699,0.1750434655,627,609,64,0.323568004,0,0.7898054716,0.2101945284,0.9600768229,0.03992317707,,0.5422077425,0.3433292569,0.1144630005,0.9536398699,0.188791891,401,353,38,0.1780452587,0.07641363924,0.8397900308,0.08379632991,0.8669862834,0.1330137166,0.4749817023,0.4031379466,0.1218803511,,0.6448677312,0.6448677312,0.4758706925,0.3551322688,0.3551322688,609,609,0.95363987,0.95363987,1,1,0.05323942696,0.001397449904,0.01374842545,1.725212465,1.684210526,0.1263981985,0.06722604021,0.09309053949
San Antonio,491,2024-07-06 20:00:00,0.05846105751,0.05114948218,0.1250674491,0.007311575336,0.1250674491,1,681,0.01636790638,0.6548559967,0.05846105751,0.05114948218,0.1250674491,0.005769221749,0.09868486808,0.7890531771,457,0.01636790638,0.6548559967,0.02638258102,0.2109468229,1.105040355,0.1250674491,708,681,68,0.3515498952,0.0267073719,0.7627074525,0.2105851756,0.9379826162,0.06201738378,,0.6119646026,0.3593688528,0.02866654455,1.105040355,0.1335015097,492,457,49,0.2734938341,0.1250657559,0.7288610482,0.1460731959,0.9112568177,0.08874318232,0.4661744005,0.4298413667,0.1039842328,,0.7044495461,0.7044495461,0.5437453586,0.2955504539,0.2955504539,681,681,1.105040355,1.105040355,1,1,0.03481664166,1.454308896e-11,0.008434060625,1.490153173,1.387755102,0.09835838398,0.1457902021,0.02672579854
New York,112,2019-06-19 07:00:00,0.05163031833,0.0448293879,0.1317235814,0.006800930437,0.1317235814,1,876,0.007086730324,0.00393701,0.05163031833,0.0448293879,0.1317235814,0.00537490365,0.1041036318,0.7903188687,654,0.007086730324,0.00393701,0.0276199496,0.2096811313,3.2705583,0.1329135224,961,876,89,0.4483999838,0.6391648255,0.3094405941,0.05139458035,0.9334995703,0.06650042968,5.338676582e-12,0.4065427735,0.5435400384,0.04991718809,3.2705583,0.1430887277,746,654,68,0.3656532807,0.6488566753,0.320010283,0.03113304169,0.8349909027,0.1650090973,0.5439662181,0.4055319232,0.05050185874,,0.6727738574,0.6727738574,0.5069022044,0.3272261426,0.3272261426,876,876,3.2705583,3.2705583,1,1,0.03898509591,0.001189941014,0.01017520529,1.339449541,1.308823529,0.02026153867,0.1380081153,0.09850866758
San Antonio,502,2024-07-23 11:00:00,0.1743211916,0.1526721597,0.124190477,0.02164903194,0.124190477,1,725,0.03970233648,0.4435697933,0.1743211916,0.1526721597,0.124190477,0.01715710263,0.09842235744,0.7925113085,482,0.03970233648,0.4435697933,0.02576811956,0.2074886915,3.295700482,0.124190477,863,725,72,0.4433489647,0.03588343517,0.7627013164,0.2014152484,0.9329743735,0.06702562649,1.136897551e-11,0.6073590966,0.360939189,0.03170171443,3.295700482,0.1326367182,522,482,49,0.3025449878,0.1338324089,0.7337341109,0.1324334803,0.8991594948,0.1008405052,0.4450992679,0.4450491964,0.1098515357,,0.7088645013,0.7088645013,0.5490240971,0.2911354987,0.2911354987,725,725,3.295700482,3.295700482,1,1,0.03421436072,5.909883694e-12,0.008446241153,1.504149378,1.469387755,0.0979489737,0.1622598287,0.03381487868
San Antonio,493,2024-07-10 17:00:00,0.07381571949,0.06398994745,0.1331121895,0.009825772043,0.1331121895,1,743,0.0160701046,0.06692917,0.07381571949,0.06398994745,0.1331121895,0.007856948389,0.1064400434,0.7996265692,482,0.0160701046,0.06692917,0.0266721461,0.2003734308,1.50392933,0.1331121895,830,743,72,0.415464689,0.03407853095,0.7656347858,0.2002866833,0.9337737448,0.06622625516,2.486032053e-11,0.6136694774,0.3554559598,0.03087456288,1.50392933,0.1429370419,522,482,49,0.3025449878,0.1338324088,0.7337341109,0.1324334803,0.8991594948,0.1008405052,0.4450992679,0.4450491964,0.1098515357,,0.6926154726,0.6926154726,0.529771814,0.3073845274,0.3073845274,743,743,1.50392933,1.50392933,1,1,0.03649699849,2.526737153e-11,0.009824852369,1.541493776,1.469387755,0.0997538779,0.1685702095,0.03461425001
Philadelphia,656,2023-07-25 15:00:00,0.1611150664,0.1383885504,0.1410576712,0.02272651606,0.1410576712,1,1447,0.02881938331,0.50000027,0.1611150664,0.1383885504,0.1410576712,0.01842979708,0.1143890356,0.8109380702,949,0.02881938331,0.50000027,0.0266686356,0.1890619298,6.858020583,0.1410576712,1747,1447,140,0.3982305566,0.04656567963,0.6985171145,0.2549172058,0.9004229515,0.09957704844,1.252793185e-11,0.5325089292,0.3740313483,0.09345972249,6.858020583,0.150305187,1080,949,94,0.3460621245,0.1917757344,0.6660049913,0.1422192742,0.8373294155,0.1626705845,0.4333807575,0.4338904735,0.132728769,,0.7177222992,0.7177222992,0.5597245424,0.2822777008,0.2822777008,1447,1447,6.858020583,6.858020583,1,1,0.03591615139,-3.747471777e-11,0.009247515828,1.524762908,1.489361702,0.1452100548,0.09912817169,0.06309353602
San Antonio,498,2024-07-21 19:00:00,0.05579872396,0.04842086892,0.1322226481,0.007377855043,0.1322226481,1,683,0.01193186401,0.08792655667,0.05579872396,0.04842086892,0.1322226481,0.006009752877,0.1077041274,0.8145664074,462,0.01193186401,0.08792655667,0.0245185207,0.1854335926,1.11701441,0.1322226481,710,683,68,0.3455965856,0.02594157887,0.7614930687,0.2125653524,0.9382236334,0.06177636664,,0.6058428647,0.3471632042,0.04699393108,1.11701441,0.1412375366,497,462,49,0.2760063597,0.1250657559,0.7285944823,0.1463397618,0.9109003393,0.08909966071,0.4631052084,0.433563054,0.1033317376,,0.7048192492,0.7048192492,0.5441860132,0.2951807508,0.2951807508,683,683,1.11701441,1.11701441,1,1,0.03353340918,-1.328631649e-12,0.009014888479,1.478354978,1.387755102,0.09912417701,0.1427376563,0.02732329406
Chicago,159,2019-07-29 17:00:00,0.125480708,0.1076472383,0.1421212074,0.01783346973,0.1421212074,1,1476,0.01848159911,0.18110246,0.125480708,0.1076472383,0.1421212074,0.01457943829,0.1161886836,0.8175323425,932,0.01848159911,0.18110246,0.0259325238,0.1824676575,6.007195289,0.1423970771,1761,1476,135,0.4458654887,0.237454594,0.5869011486,0.1756442575,0.9074165646,0.09258343542,9.356110156e-12,0.569328318,0.3279473915,0.1027242905,6.007195289,0.1536731526,1088,932,83,0.3920045248,0.3926050156,0.5237246776,0.08367030682,0.8098484693,0.1901515307,0.4360086252,0.4592621264,0.1047292484,,0.6993093276,0.6993093276,0.5376446087,0.3006906724,0.3006906724,1476,1476,6.007195289,6.007195289,1,1,0.03748446895,0.0002758697048,0.01127607545,1.583690987,1.626506024,0.1551504216,0.1333196928,0.09756809525
Chicago,145,2019-07-02 20:00:00,0.1258245198,0.1109568609,0.1181618565,0.01486765885,0.1181618565,1,1370,0.02501185643,1.16141795,0.1258245198,0.1109568609,0.1181618565,0.01218664837,0.09685432053,0.8196750065,932,0.02501185643,1.16141795,0.02130753597,0.1803249935,4.923071805,0.1181618565,1633,1370,125,0.4444739529,0.2722048783,0.5718367154,0.1559584063,0.889794454,0.110205546,1.618146328e-11,0.5642420138,0.3550960564,0.08066192972,4.923071805,0.1255955058,1088,932,83,0.3920045247,0.3926050156,0.5237246776,0.08367030682,0.8098484693,0.1901515307,0.4360086252,0.4592621264,0.1047292484,,0.7413972015,0.7413972015,0.5890636842,0.2586027985,0.2586027985,1370,1370,4.923071805,4.923071805,1,1,0.02874118526,3.031708218e-11,0.007433649256,1.469957082,1.506024096,0.1204001373,0.1282333887,0.07994598466
Philadelphia,655,2023-07-21 04:00:00,0.06696318033,0.05726466631,0.1448335335,0.009698514025,0.1448335335,1,1522,0.01436661912,0.273622195,0.06696318033,0.05726466631,0.1448335335,0.007975534384,0.1191032795,0.8223460175,949,0.01436661912,0.273622195,0.025730254,0.1776539825,2.976763304,0.1451526121,1655,1522,148,0.3730113896,0.0531065045,0.6896751305,0.257218365,0.8924340574,0.1064526709,0.001113271696,0.5623499316,0.3577910821,0.07985898634,2.976763304,0.1569710525,1080,949,94,0.3460621245,0.1917757344,0.6660049913,0.1422192742,0.8373294155,0.1626705845,0.4333807575,0.4338904735,0.132728769,,0.6898791054,0.6898791054,0.5265766757,0.3101208946,0.3101208946,1522,1522,2.976763304,2.976763304,1,1,0.03786777297,0.0003190785581,0.01181844041,1.603793467,1.574468085,0.1386692299,0.1289691741,0.05621791352
Chicago,155,2019-07-21 12:00:00,0.1421726613,0.1250188178,0.1206550068,0.01715384342,0.1206550068,1,1369,0.02618788377,0.25196864,0.1421726613,0.1250188178,0.1206550068,0.01410729902,0.09922652422,0.8223987285,932,0.02618788377,0.25196864,0.02142848258,0.1776012715,5.686823028,0.1207063539,1675,1369,126,0.4527001389,0.2609076445,0.5813872001,0.1577051554,0.896172012,0.103827988,8.637287126e-12,0.5598495679,0.3412932216,0.09885721054,5.686823028,0.1283975779,1088,932,83,0.3920045247,0.3926050156,0.5237246776,0.08367030682,0.8098484693,0.1901515307,0.4360086252,0.4592621264,0.1047292484,,0.7395870325,0.7395870325,0.5867815165,0.2604129675,0.2604129675,1369,1369,5.686823028,5.686823028,1,1,0.02917105364,5.134714653e-05,0.007691223911,1.46888412,1.518072289,0.1316973711,0.1238409427,0.08632354271
Philadelphia,652,2023-07-19 06:00:00,0.08686271948,0.07461430067,0.1410089263,0.01224841585,0.1410088922,0.9999997582,1380,0.01343162498,0.05118113,0.08686271948,0.07461430067,0.1410089263,0.01022994341,0.1177713922,0.8352052266,949,0.01343162498,0.05118113,0.0232375,0.1647947734,3.671382131,0.1410089263,1614,1380,135,0.400501718,0.07257214941,0.6957812116,0.231646639,0.8814160478,0.1174706806,0.001113271691,0.5490238062,0.3949163514,0.05605984243,3.671382131,0.1492476517,1080,949,94,0.3460621245,0.1917757344,0.6660049913,0.1422192742,0.8373294155,0.1626705845,0.4333807575,0.4338904735,0.132728769,,0.746359363,0.746359363,0.5953535175,0.253640637,0.253640637,1380,1380,3.671382131,3.671382131,1,1,0.03147625949,3.406926352e-08,0.008238725416,1.454162276,1.436170213,0.119203585,0.1156430487,0.04519990392
New York,120,2019-06-21 04:00:00,0.05966038473,0.05213648155,0.1261122136,0.007523903183,0.1261122136,1,883,0.009006987358,0.48031522,0.05966038473,0.05213648155,0.1261122136,0.00631169305,0.1057937035,0.838885469,719,0.009006987358,0.48031522,0.0203185101,0.161114531,3.846498066,0.1261122136,1029,883,98,0.4354177159,0.6338697569,0.3131900564,0.05294018676,0.8586033603,0.1413966396,1.477870056e-11,0.2909617253,0.6382904297,0.07074784498,3.846498066,0.1329622137,823,719,78,0.3708087657,0.7083199741,0.2583080576,0.0333719683,0.8338497427,0.1661502573,0.3956297882,0.534974348,0.06939586378,,0.7861463381,0.786146338,0.6476450685,0.2138536619,0.213853662,883,883,3.846498066,3.846498066,1,1,0.02716851019,-5.452693852e-12,0.006850000097,1.228094576,1.256410256,0.07445021724,0.104668063,0.02475361762
New York,113,2019-06-19 10:00:00,0.05902898295,0.05206386475,0.1179948876,0.006965118209,0.1179948876,1,825,0.007086730324,0.00393701,0.05902898295,0.05206386475,0.1179948876,0.005875800273,0.09954093699,0.843603812,640,0.007086730324,0.00393701,0.01845395061,0.156396188,3.199223672,0.1179948876,914,825,80,0.4316680518,0.5933137805,0.3639971988,0.0426890207,0.9358342784,0.06416572164,4.96832903e-12,0.6252365872,0.340926634,0.03383677881,3.199223672,0.1229825019,728,640,66,0.3657839802,0.6502485703,0.3190796808,0.0306717489,0.8405545502,0.1594454498,0.5364693378,0.4119027392,0.05162792297,,0.7759609411,0.775960941,0.6339347878,0.2240390589,0.224039059,825,825,3.199223672,3.199223672,1,1,0.02344156492,6.193878743e-12,0.004987614307,1.2890625,1.212121212,0.05693478977,0.08876724941,0.09527972812
Chicago,156,2019-07-21 15:00:00,0.07596880961,0.06634878232,0.1266312759,0.009620027289,0.1266312759,1,1230,0.004635041928,0.07086618,0.07596880961,0.06634878232,0.1266312759,0.008198744221,0.1079225048,0.8522578964,890,0.004635041928,0.07086618,0.0187087711,0.1477421036,3.129048538,0.1267684611,1339,1230,109,0.3546074782,0.2571403144,0.5919434366,0.150916249,0.9213156212,0.07868437877,8.586052403e-13,0.5270110296,0.3550410227,0.1179479477,3.129048538,0.1327411122,1042,890,79,0.3664452317,0.3807249596,0.5316598996,0.08761514086,0.8129251526,0.1870748474,0.4476939603,0.4513559121,0.1009501276,,0.767334938,0.767334938,0.62250076,0.232665062,0.232665062,1230,1230,3.129048538,3.129048538,1,1,0.02481860744,0.0001371852128,0.005972651125,1.382022472,1.379746835,0.1235846452,0.09631488933,0.1083904686
San Antonio,504,2024-07-24 11:00:00,0.06417011406,0.05593204865,0.1283785378,0.008238065411,0.1283785378,1,623,0.01448938751,0.1482940433,0.06417011406,0.05593204865,0.1283785378,0.007119237014,0.1109431878,0.8641879688,478,0.01448938751,0.1482940433,0.01743535,0.1358120312,1.220918146,0.1283785378,657,623,65,0.3062686347,0.04348848046,0.7644643426,0.1920471769,0.9275384857,0.07246151428,,0.5665084359,0.3912608856,0.04223067849,1.220918146,0.1335910801,517,478,49,0.2940195467,0.1338324089,0.7258823999,0.1402851913,0.9014939243,0.09850607566,0.4467222019,0.4447469817,0.1085308164,,0.793088276,0.793088276,0.6571220249,0.206911724,0.206911724,623,623,1.220918146,1.220918146,1,1,0.02264789225,-2.919181563e-11,0.005212542284,1.30334728,1.326530612,0.09034392842,0.1197862341,0.02604456138
San Antonio,497,2024-07-19 12:00:00,0.06820293445,0.05869314606,0.1394337131,0.009509781867,0.1394336174,0.9999993135,658,0.01603436315,0.4540684867,0.06820293445,0.05869314606,0.1394337131,0.008219295701,0.120512347,0.8642984848,482,0.01603436315,0.4540684867,0.0189212704,0.1357015152,1.422791377,0.1398231751,706,658,66,0.3160173542,0.01266549229,0.7821305667,0.2052039411,0.9519717295,0.04802827047,1.625958249e-11,0.5183437615,0.3378281824,0.1438280561,1.422791377,0.1463546196,522,482,49,0.3024892882,0.1338324089,0.7336531214,0.1325144698,0.8991594948,0.1008405052,0.4451296389,0.4450087017,0.1098616594,,0.7518169903,0.7518169902,0.6023291331,0.2481830097,0.2481830098,658,658,1.422791377,1.422791377,1,1,0.02584227261,0.000389557666,0.00653144454,1.365145228,1.346938776,0.1211669166,0.1071805192,0.0528122347
San Antonio,494,2024-07-12 13:00:00,0.1079999845,0.09410697633,0.1286389832,0.01389300819,0.1286389832,1,637,0.01986233264,0.03018374333,0.1079999845,0.09410697633,0.1286389832,0.01203976339,0.1114793066,0.8666059377,482,0.01986233264,0.03018374333,0.0171596766,0.1333940623,2.060033306,0.1286389832,737,637,66,0.3658028712,0.03750134091,0.7698705409,0.1926281182,0.9275384857,0.0724615143,6.844903359e-12,0.5544887469,0.3856190401,0.05989221293,2.060033306,0.1338186877,522,482,49,0.3025449878,0.1338324089,0.7337341109,0.1324334803,0.8991594948,0.1008405052,0.4450992679,0.4450491964,0.1098515357,,0.7926780207,0.7926780206,0.6565589248,0.2073219793,0.2073219794,637,637,2.060033306,2.060033306,1,1,0.02233938112,-2.9242192e-11,0.005179704548,1.321576763,1.346938776,0.09633106795,0.1093894791,0.02837899087
