city,event_id,event_start,baseline_objective,optimized_objective,lp_recoverable_fraction,lp_replay_gain,lp_replay_recoverable_fraction,replay_fraction_of_base_lp_gain,lp_selected_action_count,event_peak_positive_abnormal_deficit,event_total_precip,baseline_objective_greedy,optimized_objective_greedy,lp_recoverable_fraction_greedy,greedy_replay_gain,greedy_replay_recoverable_fraction,greedy_fraction_of_lp_gain,greedy_selected_action_count,event_peak_positive_abnormal_deficit_greedy,event_total_precip_greedy,replay_gap_recoverable_fraction,replay_gap_fraction_of_lp_gain,lp_allocated_cost,lp_first_order_value_proxy,lp_segment_rows,lp_action_count,lp_unit_count,lp_cost_gini,lp_cost_share_R,lp_cost_share_C,lp_cost_share_S,lp_cost_share_segment_0,lp_cost_share_segment_1,lp_cost_share_segment_2,lp_cost_share_time_early,lp_cost_share_time_mid,lp_cost_share_time_late,greedy_allocated_cost,greedy_first_order_value_proxy,greedy_segment_rows,greedy_action_count,greedy_unit_count,greedy_cost_gini,greedy_cost_share_R,greedy_cost_share_C,greedy_cost_share_S,greedy_cost_share_segment_0,greedy_cost_share_segment_1,greedy_cost_share_time_early,greedy_cost_share_time_mid,greedy_cost_share_time_late,greedy_cost_share_segment_2,action_cost_overlap_share_lp,action_cost_overlap_share_greedy,action_cost_jaccard,lp_only_cost_share,greedy_only_cost_share,lp_action_rows,lp_feature_matched_rows,lp_cost_total,lp_matched_cost,lp_feature_match_rate,lp_matched_cost_share,greedy_proxy_over_realized,lp_proxy_over_realized,greedy_minus_lp_proxy,lp_to_greedy_action_count_ratio,lp_to_greedy_unit_count_ratio,intervention_share_l1,time_share_l1,segment_share_l1
Austin,490,2024-07-25 21:00:00,0.06749221661,0.05583143395,0.172772258,0.01166078266,0.172772258,1,495,0.01358562402,0.005905515,0.06749221661,0.05583143395,0.172772258,0.01019490994,0.1510531206,0.8742903654,386,0.01358562402,0.005905515,0.0217191374,0.1257096346,1.204869036,0.1731914847,524,495,47,0.3667152833,0.06005820285,0.689847442,0.2500943551,0.9657688342,0.03423116578,,0.3536721846,0.472967652,0.1733601634,1.204869036,0.1851141996,407,386,39,0.3533053491,0.1525599636,0.6461544079,0.2012856285,0.8962153663,0.1037846337,0.4274755681,0.4374073506,0.1351170813,,0.7814066011,0.7814066011,0.6412365287,0.2185933989,0.2185933989,495,495,1.204869036,1.204869036,1,1,0.03406107903,0.0004192267174,0.01192271491,1.28238342,1.205128205,0.09250176073,0.07380338343,0.06955346796
Austin,488,2024-07-23 15:00:00,0.08044947701,0.07111970567,0.1159705655,0.009329771343,0.1159705655,1,473,0.01805766215,0.084645715,0.08044947701,0.07111970567,0.1159705655,0.008174295595,0.1016078152,0.8761517613,386,0.01805766215,0.084645715,0.0143627503,0.1238482387,0.9527473834,0.1162323475,490,473,45,0.3074624366,0.03832064097,0.7238268557,0.2378525034,0.9558360647,0.04416393528,,0.5202088103,0.3939546663,0.08583652339,0.9527473834,0.1228103219,407,386,39,0.3528808167,0.1520893951,0.6461544079,0.201756197,0.8966859348,0.1033140652,0.4276602258,0.4371542807,0.1351854935,,0.7939559472,0.7939559472,0.6583142178,0.2060440528,0.2060440528,473,473,0.9527473834,0.9527473834,1,1,0.02120250674,0.0002617820349,0.006577974407,1.225388601,1.153846154,0.1137687541,0.09254858447,0.05915012995
Chicago,158,2019-07-29 13:00:00,0.2414585392,0.211221112,0.1252282371,0.0302374272,0.1252282371,1,1210,0.03362315382,0.41338605,0.2414585392,0.211221112,0.1252282371,0.02652906697,0.1098700715,0.8773586058,932,0.03362315382,0.41338605,0.0153581656,0.1226413942,9.754483207,0.1252282371,1523,1210,106,0.4650481531,0.3139993174,0.5599184208,0.1260822618,0.8825461931,0.1174538069,1.101874811e-11,0.5170672578,0.3951417646,0.08779097757,9.754483208,0.129677583,1088,932,83,0.3920045247,0.3926050156,0.5237246776,0.08367030682,0.8098484693,0.1901515307,0.4360086252,0.4592621264,0.1047292484,,0.8164568151,0.8164568151,0.6898411698,0.1835431849,0.1835431849,1210,1210,9.754483208,9.754483208,1,1,0.01980751147,2.049999059e-11,0.004449345848,1.298283262,1.277108434,0.07860569818,0.08105863265,0.07269772379
Philadelphia,644,2023-07-09 11:00:00,0.1110530288,0.09460058211,0.1481494643,0.01645244202,0.1481494219,0.999999714,1408,0.02620668832,0.809055555,0.1110530288,0.09460058211,0.1481494643,0.01443932988,0.1300219366,0.8776402753,949,0.02620668832,0.809055555,0.0181274853,0.1223597247,5.051169418,0.1509844233,1597,1408,136,0.4389953468,0.112885938,0.6611016119,0.2260124501,0.8977536122,0.1022463878,8.396447088e-12,0.3358224077,0.4895626126,0.1746149797,5.051169419,0.160610105,1080,949,94,0.3460621245,0.1917757344,0.6660049913,0.1422192742,0.8373294155,0.1626705845,0.4333807575,0.4338904735,0.132728769,,0.7185739563,0.7185739563,0.5607611612,0.2814260437,0.2814260437,1408,1408,5.051169419,5.051169419,1,1,0.03058816839,0.002835001372,0.009625681715,1.483667018,1.446808511,0.08379317585,0.09755834986,0.06042419664
Philadelphia,649,2023-07-16 10:00:00,0.07318801366,0.06262764503,0.1442909584,0.01056036863,0.1442909584,1,1256,0.01069273532,0.61811057,0.07318801366,0.06262764503,0.1442909584,0.009269338461,0.1266510457,0.8777476225,949,0.01069273532,0.61811057,0.0176399127,0.1222523775,3.112940798,0.1442909584,1466,1256,123,0.3919047473,0.1045863006,0.6872318333,0.2081818661,0.8758973597,0.1241026403,2.638741961e-11,0.5313181012,0.3918637239,0.07681817495,3.112940798,0.1501904227,1080,949,94,0.3460621245,0.1917757344,0.6660049913,0.1422192742,0.8373294155,0.1626705845,0.4333807575,0.4338904735,0.132728769,,0.8073828377,0.8073828377,0.6769840844,0.1926171623,0.1926171623,1256,1256,3.112940798,3.112940798,1,1,0.02353937701,-2.657168929e-11,0.005899464333,1.323498419,1.308510638,0.08718943382,0.09793734364,0.03856794419
Chicago,153,2019-07-18 08:00:00,0.3599332252,0.3078286765,0.1447617086,0.05210454866,0.1447617086,1,1272,0.04130670755,1.42913463,0.3599332252,0.3078286765,0.1447617086,0.04583441703,0.1273414451,0.8796624903,932,0.04130670755,1.42913463,0.0174202635,0.1203375097,16.98127064,0.1447661906,1754,1272,111,0.4987254939,0.2744325301,0.5888570658,0.1367104041,0.8867192047,0.1132807953,7.652840579e-12,0.5202253717,0.3580966911,0.1216779372,16.98127064,0.1514437853,1088,932,83,0.3920045247,0.3926050156,0.5237246776,0.08367030682,0.8098484693,0.1901515307,0.4360086252,0.4592621264,0.1047292484,,0.7804209563,0.7804209563,0.639910107,0.2195790437,0.2195790437,1272,1272,16.98127064,16.98127064,1,1,0.02410234023,4.482014808e-06,0.006677594712,1.364806867,1.337349398,0.1181724855,0.1011654353,0.07687073533
Austin,483,2024-07-21 17:00:00,0.09318860247,0.08304424524,0.108858347,0.01014435723,0.108858347,1,467,0.02164519741,0.29133874,0.09318860247,0.08304424524,0.108858347,0.008924639414,0.0957696454,0.8797639134,386,0.02164519741,0.29133874,0.0130887016,0.1202360866,1.029055543,0.1088678388,526,467,45,0.3536319749,0.03309018827,0.7318619768,0.2350478349,0.954299405,0.04570059503,1.262967288e-11,0.5094232423,0.403443367,0.08713339067,1.029055544,0.1145063575,407,386,39,0.3533053491,0.1525599636,0.6461544079,0.2012856285,0.8962153663,0.1037846337,0.4274755681,0.4374073507,0.1351170813,,0.8101940181,0.810194018,0.6809463311,0.1898059819,0.189805982,467,467,1.029055544,1.029055544,1,1,0.01873671206,9.491755604e-06,0.005638518703,1.20984456,1.153846154,0.1194697753,0.08194767426,0.05808403871
Austin,489,2024-07-23 19:00:00,0.03867617163,0.03375246942,0.1273058319,0.004923702204,0.1273058319,1,260,0.002355466562,0.12598432,0.03867617163,0.03375246942,0.1273058319,0.004335279099,0.1120917329,0.8804917355,209,0.002355466562,0.12598432,0.015214099,0.1195082645,0.4440993661,0.127625183,265,260,28,0.2687848652,0.02774471027,0.697920112,0.2743351777,0.9700419572,0.02995804282,,0.4828936547,0.3939627697,0.1231435756,0.4440993661,0.1328076672,219,209,23,0.309646592,0.1439160881,0.6480652478,0.2080186642,0.9255160818,0.07448391822,0.4760134429,0.4257466955,0.09823986159,,0.8195887699,0.8195887699,0.694324782,0.1804112301,0.1804112301,260,260,0.4440993661,0.4440993661,1,1,0.02071593434,0.0003193510681,0.005182484276,1.244019139,1.217391304,0.1161713778,0.03178392584,0.0445258754
New York,108,2019-06-16 19:00:00,0.2806178036,0.2373843547,0.1540652389,0.04323344894,0.1540652389,1,1815,0.02595726488,0.03018374333,0.2806178036,0.2373843547,0.1540652389,0.0382123133,0.1361720918,0.8838599334,1390,0.02595726488,0.03018374333,0.0178931471,0.1161400666,23.70961504,0.1540652389,2351,1815,155,0.5143521457,0.6019626852,0.3406751299,0.05736218488,0.8757957177,0.1242042823,3.896617814e-12,0.578401592,0.3491039568,0.07249445122,23.70961504,0.162116097,1644,1390,127,0.4088570263,0.6616840304,0.2993929499,0.03892301971,0.7760369265,0.2085834961,0.4832827882,0.4461722302,0.07054498161,0.01537957742,0.778717438,0.778717438,0.6376226619,0.221282562,0.221282562,1815,1815,23.70961504,23.70961504,1,1,0.02594400516,-3.455638553e-11,0.008050858098,1.305755396,1.220472441,0.05972134518,0.09706827336,0.09975879118
Austin,478,2024-07-06 17:00:00,0.1342685328,0.1197952744,0.1077933755,0.01447325838,0.1077933755,1,453,0.02623511767,1.27165423,0.1342685328,0.1197952744,0.1077933755,0.01283068919,0.09555991207,0.8865100625,386,0.02623511767,1.27165423,0.01223346343,0.1134899375,1.459143153,0.1077933755,512,453,44,0.3633146003,0.0505708547,0.7194513538,0.2299777915,0.9564753684,0.04352463163,9.035320506e-12,0.5027158191,0.4008836609,0.09640052002,1.459143153,0.1126878882,407,386,39,0.3533053492,0.1525599636,0.6461544079,0.2012856285,0.8962153663,0.1037846337,0.4274755681,0.4374073507,0.1351170813,,0.8287197583,0.8287197583,0.7075332861,0.1712802417,0.1712802417,453,453,1.459143153,1.459143153,1,1,0.01712797611,1.475880529e-11,0.004894512663,1.17357513,1.128205128,0.1019891089,0.07524025107,0.0602600021
Philadelphia,659,2023-07-29 19:00:00,0.046383602,0.03917984786,0.1553082087,0.00720375414,0.1553082087,1,1098,0.00879234695,0.12598432,0.046383602,0.03917984786,0.1553082087,0.006410603235,0.138208396,0.8898975604,796,0.00879234695,0.12598432,0.0170998127,0.1101024396,2.079031254,0.1565699702,1176,1098,110,0.2649832339,0.03517968823,0.7268567435,0.2379635683,0.9096274354,0.0903725646,,0.4592181772,0.4131904288,0.127591394,2.079031255,0.1623112767,910,796,79,0.2889143558,0.1706436304,0.6871603296,0.14219604,0.8492788039,0.1507211961,0.444960955,0.4290283283,0.1260107166,,0.7735950638,0.7735950638,0.6307827382,0.2264049362,0.2264049362,1098,1098,2.079031254,2.079031254,1,1,0.02410288071,0.001261761468,0.005741306537,1.379396985,1.392405063,0.1354639421,0.0158378995,0.06034863152
Austin,482,2024-07-18 08:00:00,0.1898500668,0.1689173774,0.110259057,0.02093268933,0.110259057,1,460,0.04297045833,0.513779805,0.1898500668,0.1689173774,0.110259057,0.01865575569,0.09826573152,0.8912259384,386,0.04297045833,0.513779805,0.01199332548,0.1087740616,2.117400717,0.1104770817,520,460,44,0.3536106515,0.02817426809,0.7393743828,0.2324513491,0.9566908339,0.04330916614,,0.4959366068,0.3932472692,0.110816124,2.117400717,0.1156500656,407,386,39,0.3533053491,0.1525599636,0.6461544079,0.2012856285,0.8962153663,0.1037846337,0.4274755681,0.4374073506,0.1351170813,,0.8286849784,0.8286849784,0.7074825841,0.1713150216,0.1713150216,460,460,2.117400717,2.117400717,1,1,0.01738433407,0.0002180247286,0.005172983863,1.191709845,1.128205128,0.1243856955,0.06846103872,0.06047546759
New York,104,2019-06-11 05:00:00,0.514244662,0.4377484059,0.1487545945,0.07649625616,0.1487545945,1,1787,0.04681591781,0.3412075333,0.514244662,0.4377484059,0.1487545945,0.06850762205,0.1332198992,0.8955682996,1390,0.04681591781,0.3412075333,0.0155346953,0.1044317004,41.71031263,0.1489977587,2380,1787,152,0.5343639381,0.6144055647,0.3319236906,0.05367074476,0.8839254467,0.1160745533,1.630011857e-11,0.5595545184,0.3595022555,0.08094322612,41.71031263,0.1556289941,1644,1390,127,0.4088570263,0.6616840304,0.2993929499,0.03892301971,0.7760369265,0.2085834961,0.4832827882,0.4461722302,0.07054498161,0.01537957742,0.8025795054,0.8025795054,0.6702570309,0.1974204946,0.1974204946,1787,1787,41.71031263,41.71031263,1,1,0.0224090949,0.0002431642372,0.006631235362,1.285611511,1.196850394,0.04727846572,0.08666997466,0.1078885202
Houston,61,2019-04-24 21:00:00,0.3590268447,0.3163541306,0.1188566112,0.04267271408,0.1188566112,1,467,0.03057047768,0.01181103,0.3590268447,0.3163541306,0.1188566112,0.03824384118,0.1065208403,0.8962130017,324,0.03057047768,0.01181103,0.0123357709,0.1037869983,6.450370683,0.119218974,645,467,40,0.5510629034,0.4512086753,0.4546492725,0.09414205228,0.9424174548,0.05758254523,5.212494255e-12,0.5402934798,0.3648530619,0.09485345829,6.450370683,0.1241810236,381,324,26,0.4062996178,0.559875039,0.3864228236,0.05370213742,0.8200572543,0.1799427457,0.4739474168,0.4539209863,0.07213159684,,0.7916410491,0.7916410491,0.6551373236,0.2083589509,0.2083589509,467,467,6.450370683,6.450370683,1,1,0.0176601833,0.0003623627715,0.004962049633,1.441358025,1.538461538,0.1086663637,0.08906792443,0.1223602005
San Antonio,505,2024-07-25 17:00:00,0.06805121557,0.05792907057,0.1487430447,0.010122145,0.1487430447,1,633,0.009153059049,0.00393701,0.06805121557,0.05792907057,0.1487430447,0.009075540714,0.1333633887,0.89660252,482,0.009153059049,0.00393701,0.015379656,0.10339748,1.507392202,0.1493388172,716,633,65,0.3523253303,0.02963539199,0.7782518388,0.1921127692,0.93322352,0.06677647999,2.170448609e-11,0.5362231611,0.3083796499,0.155397189,1.507392202,0.1554019968,522,482,49,0.3025449878,0.1338324088,0.7337341109,0.1324334803,0.8991594948,0.1008405052,0.4450992679,0.4450491964,0.1098515357,,0.7855556396,0.7855556396,0.6468436638,0.2144443604,0.2144443604,633,633,1.507392202,1.507392202,1,1,0.02203860815,0.0005957724672,0.006063179682,1.313278008,1.326530612,0.1041970168,0.1366695465,0.03406402518
Houston,52,2019-04-04 01:00:00,0.08955559994,0.07977768457,0.1091826237,0.009777910482,0.1091825691,0.9999995003,441,0.01393183624,0.58267748,0.08955559994,0.07977768457,0.1091826237,0.008814654596,0.09842661545,0.9014860801,322,0.01393183624,0.58267748,0.01075595365,0.0985139199,1.504974668,0.1102992707,481,441,38,0.4395909492,0.5024047922,0.4029174675,0.09467774036,0.909114647,0.09088535296,5.557643701e-12,0.3525117774,0.5528286544,0.09465956827,1.504974668,0.1161613939,379,322,26,0.4038665884,0.5600780527,0.3862993651,0.05362258218,0.8200572543,0.1799427457,0.4757707412,0.4542014204,0.07002783838,,0.7741378121,0.7741378121,0.6315047643,0.2258621879,0.2258621879,441,441,1.504974668,1.504974668,1,1,0.01773477846,0.001116701586,0.005862123224,1.369565217,1.461538462,0.0576732605,0.1232589638,0.08905739273
Austin,481,2024-07-13 14:00:00,0.04695458667,0.0404420913,0.1386977466,0.006512495365,0.1386977466,1,354,0.005791424598,0.02755907,0.04695458667,0.0404420913,0.1386977466,0.005871828032,0.125053343,0.9016249076,296,0.005791424598,0.02755907,0.0136444036,0.0983750924,0.6243899333,0.1386977466,359,354,36,0.2649524185,0.02924593846,0.7176056805,0.253148381,0.9797887704,0.02021122961,,0.4950404218,0.4090556706,0.09590390763,0.6243899334,0.1437786308,309,296,32,0.3116281143,0.1462296923,0.6429916373,0.2107786704,0.913515582,0.08648441801,0.446100062,0.4252674767,0.1286324613,,0.830542029,0.830542029,0.7101939956,0.169457971,0.169457971,354,354,0.6243899333,0.6243899333,1,1,0.01872528779,3.654304637e-11,0.005080884153,1.195945946,1.125,0.1169837538,0.04894035985,0.06627318841
San Antonio,496,2024-07-18 12:00:00,0.1142010555,0.09900465614,0.133067066,0.01519639939,0.133067066,1,554,0.02527631584,0.02362206,0.1142010555,0.09900465614,0.133067066,0.01373408301,0.1202623123,0.9037721801,482,0.02527631584,0.02362206,0.0128047537,0.0962278199,2.210856024,0.133067066,656,554,59,0.3278207371,0.04190292793,0.7989326053,0.1591644668,0.9067659362,0.09323406376,1.165653531e-11,0.5209286656,0.3781612001,0.1009101343,2.210856024,0.1358177593,522,482,49,0.3025449878,0.1338324089,0.7337341109,0.1324334803,0.8991594948,0.1008405052,0.4450992679,0.4450491964,0.1098515357,,0.8624522988,0.8624522988,0.7581680292,0.1375477012,0.1375477012,554,554,2.210856024,2.210856024,1,1,0.01555544698,-1.690053653e-11,0.0027506933,1.149377593,1.204081633,0.09192948092,0.07582939771,0.007606441417
Philadelphia,648,2023-07-16 04:00:00,0.08146607583,0.06766638073,0.1693919213,0.0137996951,0.1693919213,1,1242,0.01069273532,0.50787429,0.08146607583,0.06766638073,0.1693919213,0.01248359889,0.1532367769,0.9046286021,949,0.01069273532,0.50787429,0.0161551444,0.0953713979,4.075417135,0.1706552846,1442,1242,123,0.3562834756,0.06826278936,0.7229823793,0.2087548313,0.8862527458,0.1137472542,7.915129345e-12,0.3733682417,0.4683336054,0.1582981529,4.075417135,0.1766471393,1080,949,94,0.3460621245,0.1917757344,0.6660049913,0.1422192742,0.8373294155,0.1626705845,0.4333807575,0.4338904735,0.132728769,,0.7973421967,0.7973421966,0.6629834309,0.2026578033,0.2026578034,1242,1242,4.075417135,4.075417135,1,1,0.02341036241,0.001263363301,0.005991854709,1.308746048,1.308510638,0.1235129451,0.06001251581,0.04892333024
Austin,479,2024-07-12 13:00:00,0.1559423619,0.135740448,0.1295473124,0.02020191387,0.1295473124,1,439,0.02521753832,0.01574804,0.1559423619,0.135740448,0.1295473124,0.01834502363,0.1176397703,0.9080834497,386,0.02521753832,0.01574804,0.0119075421,0.0919165503,2.026517436,0.1297859382,490,439,43,0.3383790625,0.04317841781,0.7307439154,0.2260776668,0.955605767,0.04439423298,4.283316673e-12,0.4686898037,0.3801412527,0.1511689437,2.026517436,0.134753427,407,386,39,0.3533053491,0.1525599635,0.6461544079,0.2012856285,0.8962153663,0.1037846337,0.4274755681,0.4374073506,0.1351170813,,0.863839246,0.863839246,0.7603142803,0.136160754,0.136160754,439,439,2.026517436,2.026517436,1,1,0.01711365668,0.0002386257856,0.004967488795,1.137305699,1.102564103,0.1093815457,0.05726609799,0.05939040074
Austin,487,2024-07-23 11:00:00,0.2254069291,0.2005184667,0.1104156935,0.02488846239,0.1104156935,1,430,0.03052262292,0.490157745,0.2254069291,0.2005184667,0.1104156935,0.02274652472,0.1009131565,0.9139385295,386,0.03052262292,0.490157745,0.009502537,0.0860614705,2.479363013,0.1104156935,514,430,42,0.4037329658,0.07744196301,0.6974963427,0.2250616943,0.9398765583,0.06012344166,3.044710292e-12,0.4885518279,0.3918928427,0.1195553294,2.479363013,0.1140581801,407,386,39,0.3533053491,0.1525599636,0.6461544079,0.2012856285,0.8962153663,0.1037846337,0.4274755681,0.4374073506,0.1351170813,,0.8709553859,0.8709553859,0.7714091852,0.1290446141,0.1290446141,430,430,2.479363013,2.479363013,1,1,0.0131450236,-1.159322638e-12,0.0036424866,1.113989637,1.076923077,0.07511800056,0.06107625983,0.04366119207
San Antonio,508,2024-07-28 09:00:00,0.1624977201,0.1401648984,0.1374346769,0.02233282166,0.1374346769,1,567,0.02986680471,0.56299243,0.1624977201,0.1401648984,0.1374346769,0.02053654289,0.1263804986,0.9195677649,482,0.02986680471,0.56299243,0.0110541783,0.0804322351,3.263491779,0.1374346769,682,567,60,0.344124031,0.03256375996,0.801814532,0.165621708,0.9071282826,0.0928717174,9.234618232e-12,0.5176607564,0.3871239212,0.09521532239,3.263491779,0.1408969101,522,482,49,0.3025449878,0.1338324089,0.7337341109,0.1324334803,0.8991594948,0.1008405052,0.4450992679,0.4450491964,0.1098515357,,0.8467614949,0.8467614949,0.7342466378,0.1532385051,0.1532385051,567,567,3.263491779,3.263491779,1,1,0.0145164115,-1.127314908e-11,0.003462233215,1.176348548,1.224489796,0.1012686489,0.0725614885,0.007968787772
New York,109,2019-06-18 07:00:00,0.7345846597,0.6259726094,0.1478550483,0.1086120503,0.1478550483,1,1681,0.06813897394,0.1036745967,0.7345846597,0.6259726094,0.1478550483,0.1001281636,0.1363058189,0.9218881633,1390,0.06813897394,0.1036745967,0.0115492294,0.0781118367,58.20723774,0.1478550483,2269,1681,142,0.530309428,0.6373766708,0.315249543,0.04737378629,0.8892690317,0.1107309683,8.790466154e-12,0.52717477,0.4058988072,0.06692642281,58.20723774,0.1520379457,1644,1390,127,0.4088570263,0.6616840304,0.2993929499,0.03892301971,0.7760369265,0.2085834961,0.4832827882,0.4461722302,0.07054498161,0.01537957742,0.8513808025,0.8513808025,0.7412211152,0.1486191975,0.1486191975,1681,1681,58.20723774,58.20723774,1,1,0.01573212684,-7.830958104e-12,0.004182897448,1.209352518,1.118110236,0.02430735961,0.04389198174,0.1132321052
Austin,484,2024-07-22 14:00:00,0.1084480967,0.09424006269,0.1310122947,0.014208034,0.1310122947,1,442,0.01704210899,0.005905515,0.1084480967,0.09424006269,0.1310122947,0.01313548082,0.1211222808,0.9245107958,386,0.01704210899,0.005905515,0.0098900139,0.0754892042,1.429619699,0.1313100829,485,442,43,0.3549523637,0.06890684399,0.7037540235,0.2273391325,0.969707314,0.03029268594,1.093546117e-11,0.4350025192,0.3952025004,0.1697949805,1.429619699,0.1366948558,407,386,39,0.3533053491,0.1525599636,0.6461544079,0.2012856285,0.8962153663,0.1037846337,0.4274755681,0.4374073506,0.1351170813,,0.8663483305,0.8663483305,0.7642103424,0.1336516695,0.1336516695,442,442,1.429619699,1.429619699,1,1,0.01557257498,0.0002977881893,0.005384772893,1.14507772,1.102564103,0.08365311958,0.0422048503,0.07349194778
New York,111,2019-06-18 23:00:00,0.2995702587,0.2645951538,0.1167509254,0.03497510492,0.1167509254,1,1591,0.007086730324,0.00787402,0.2995702587,0.2645951538,0.1167509254,0.03249544837,0.1084735464,0.9291022412,1390,0.007086730324,0.00787402,0.008277379,0.0708977588,18.59735783,0.1167509254,2051,1591,136,0.4870193082,0.6269670636,0.3276136217,0.04541931469,0.8262508141,0.1737491859,8.171616968e-12,0.5468325988,0.4045717135,0.04859568771,18.59735783,0.1191158106,1644,1390,127,0.4088570263,0.6616840304,0.2993929499,0.03892301971,0.7760369265,0.2085834961,0.4832827882,0.4461722302,0.07054498161,0.01537957742,0.8745161354,0.8745161354,0.7770134809,0.1254838646,0.1254838646,1591,1591,18.59735783,18.59735783,1,1,0.01064226418,-2.260179544e-11,0.002364885205,1.144604317,1.070866142,0.03471696671,0.06354981055,0.05021388754
Chicago,157,2019-07-29 10:00:00,0.2829050771,0.2447975063,0.1347009082,0.03810757082,0.1347009082,1,1105,0.03362315382,0.09055123,0.2829050771,0.2447975063,0.1347009082,0.03543554389,0.1252559489,0.9298819926,932,0.03362315382,0.09055123,0.0094449593,0.0701180074,12.0773303,0.1348162167,1442,1105,99,0.4759096782,0.336362576,0.5526175114,0.1110199126,0.8718803516,0.1281196484,3.790068235e-12,0.4747960034,0.4318170595,0.09338693708,12.0773303,0.1370356023,1088,932,83,0.3920045248,0.3926050156,0.5237246776,0.08367030682,0.8098484693,0.1901515307,0.4360086252,0.4592621264,0.1047292484,,0.8865400477,0.8865400476,0.7962029041,0.1134599523,0.1134599524,1105,1105,12.0773303,12.0773303,1,1,0.01177965344,0.0001153085219,0.002219385616,1.185622318,1.192771084,0.05624243954,0.03878737822,0.06203188229
Austin,480,2024-07-12 15:00:00,0.1171135872,0.1024962322,0.1248134854,0.01461735501,0.1248134854,1,427,0.0164342092,0.05118113,0.1171135872,0.1024962322,0.1248134854,0.0136193337,0.116291662,0.9317235363,386,0.0164342092,0.05118113,0.0085218234,0.0682764637,1.452910912,0.1250897536,489,427,42,0.3796633924,0.0801948498,0.6975881641,0.2222169861,0.9642500968,0.03574990323,1.132151747e-12,0.4504740765,0.4132954501,0.1362304734,1.452910912,0.1286427406,407,386,39,0.3533053491,0.1525599636,0.6461544079,0.2012856285,0.8962153663,0.1037846337,0.4274755681,0.4374073506,0.1351170813,,0.8878998997,0.8878998997,0.7983992623,0.1121001003,0.1121001003,427,427,1.452910912,1.452910912,1,1,0.01235107862,0.0002762681698,0.003552987048,1.106217617,1.076923077,0.07236511378,0.02411190058,0.0680347305
