city,event_id,event_start,baseline_objective,optimized_objective,lp_recoverable_fraction,lp_replay_gain,lp_replay_recoverable_fraction,replay_fraction_of_base_lp_gain,lp_selected_action_count,event_peak_positive_abnormal_deficit,event_total_precip,baseline_objective_greedy,optimized_objective_greedy,lp_recoverable_fraction_greedy,greedy_replay_gain,greedy_replay_recoverable_fraction,greedy_fraction_of_lp_gain,greedy_selected_action_count,event_peak_positive_abnormal_deficit_greedy,event_total_precip_greedy,replay_gap_recoverable_fraction,replay_gap_fraction_of_lp_gain,lp_allocated_cost,lp_first_order_value_proxy,lp_segment_rows,lp_action_count,lp_unit_count,lp_cost_gini,lp_cost_share_R,lp_cost_share_C,lp_cost_share_S,lp_cost_share_segment_0,lp_cost_share_segment_1,lp_cost_share_segment_2,lp_cost_share_time_early,lp_cost_share_time_mid,lp_cost_share_time_late,greedy_allocated_cost,greedy_first_order_value_proxy,greedy_segment_rows,greedy_action_count,greedy_unit_count,greedy_cost_gini,greedy_cost_share_R,greedy_cost_share_C,greedy_cost_share_S,greedy_cost_share_segment_0,greedy_cost_share_segment_1,greedy_cost_share_time_early,greedy_cost_share_time_mid,greedy_cost_share_time_late,greedy_cost_share_segment_2,action_cost_overlap_share_lp,action_cost_overlap_share_greedy,action_cost_jaccard,lp_only_cost_share,greedy_only_cost_share,lp_action_rows,lp_feature_matched_rows,lp_cost_total,lp_matched_cost,lp_feature_match_rate,lp_matched_cost_share,greedy_proxy_over_realized,lp_proxy_over_realized,greedy_minus_lp_proxy,lp_to_greedy_action_count_ratio,lp_to_greedy_unit_count_ratio,intervention_share_l1,time_share_l1,segment_share_l1
San Antonio,509,2024-07-28 16:00:00,0.05787973292,0.04949538773,0.1448580491,0.008384345193,0.1448580491,1,533,0.004199071565,0.01049869333,0.05787973292,0.04949538773,0.1448580491,0.007846632053,0.135567869,0.9358670084,477,0.004199071565,0.01049869333,0.0092901801,0.0641329916,1.214792663,0.1448580491,576,533,58,0.2511324698,0.04784753765,0.7893168228,0.1628356395,0.9062690764,0.09373092364,,0.4808639507,0.408323454,0.1108125953,1.214792663,0.1473780438,516,477,49,0.2930346125,0.1338324088,0.7253736047,0.1407939864,0.9014939243,0.09850607566,0.4473195317,0.4440630205,0.1086174478,,0.8818788086,0.8818788086,0.7887148687,0.1181211914,0.1181211914,533,533,1.214792663,1.214792663,1,1,0.01181017476,-1.351652124e-11,0.002519994676,1.117400419,1.183673469,0.0859848712,0.03573956641,0.00477515202
Chicago,150,2019-07-16 04:00:00,0.08333075424,0.0723885248,0.1313108172,0.01094222944,0.1313108172,1,1083,0.01441790021,0.05905515,0.08333075424,0.0723885248,0.1313108172,0.01024567632,0.1229519211,0.9363426691,930,0.01441790021,0.05905515,0.0083588961,0.0636573309,3.463301657,0.1313108172,1228,1083,96,0.3897515205,0.3430716867,0.5430920319,0.1138362814,0.8571019203,0.1428980797,4.52501063e-12,0.4775456271,0.439623852,0.08283052091,3.463301657,0.1334533675,1084,930,83,0.3859763223,0.3895421871,0.522802207,0.08765560588,0.8114505757,0.1885494243,0.4377613778,0.4600177266,0.1022208956,,0.8983860589,0.8983860588,0.8155180552,0.1016139411,0.1016139412,1083,1083,3.463301657,3.463301657,1,1,0.01050144639,3.370112522e-11,0.00214255026,1.164516129,1.156626506,0.04647050036,0.03978424926,0.04565134468
New York,107,2019-06-16 03:00:00,0.3743013216,0.3240869446,0.1341549552,0.05021437702,0.1341549552,1,1643,0.02734209638,0.03412075333,0.3743013216,0.3240869446,0.1341549552,0.04702847994,0.1256433713,0.9365540854,1390,0.02734209638,0.03412075333,0.0085115839,0.0634459146,26.86712664,0.1342994258,2135,1643,137,0.5046814904,0.634168096,0.3199207708,0.0459111332,0.8647417874,0.1352582126,4.994840892e-12,0.5456717283,0.3833544221,0.07097384956,26.86712664,0.137726249,1644,1390,127,0.4088570263,0.6616840304,0.2993929499,0.03892301971,0.7760369265,0.2085834961,0.4832827882,0.4461722302,0.07054498161,0.01537957742,0.863447831,0.863447831,0.7597080492,0.136552169,0.136552169,1643,1643,26.86712664,26.86712664,1,1,0.01208287771,0.0001444705871,0.003426823219,1.182014388,1.078740157,0.02751593439,0.06281780807,0.08870486092
Austin,492,2024-07-28 09:00:00,0.1299120167,0.1145169576,0.1185037345,0.01539505913,0.1185037345,1,420,0.01758517343,0.076771695,0.1299120167,0.1145169576,0.1185037345,0.01443431795,0.1111084126,0.9375941871,386,0.01758517343,0.076771695,0.0073953219,0.0624058129,1.517016101,0.1191360723,461,420,42,0.3576726325,0.09402844277,0.6870577144,0.2189138428,0.9550409491,0.04495905089,,0.4568180656,0.4170231879,0.1261587465,1.517016101,0.1210861435,407,386,39,0.3533053492,0.1525599636,0.6461544079,0.2012856285,0.8962153663,0.1037846337,0.4274755681,0.4374073507,0.1351170813,,0.902853862,0.902853862,0.8229112154,0.09714613802,0.09714613805,420,420,1.517016101,1.517016101,1,1,0.00997773092,0.0006323378364,0.001950071183,1.088082902,1.076923077,0.05853152082,0.02934249753,0.05882558285
San Antonio,503,2024-07-24 09:00:00,0.0637757722,0.05523278521,0.1339534857,0.008542986988,0.1339534857,1,535,0.01448938751,0.00393701,0.0637757722,0.05523278521,0.1339534857,0.008061840042,0.1264091326,0.9436793072,478,0.01448938751,0.00393701,0.0075443531,0.0563206928,1.236696285,0.1339534772,583,535,58,0.2902108639,0.07660378063,0.7630045362,0.1603916832,0.920804611,0.07919538902,,0.5000013008,0.3993381873,0.1006605119,1.236696285,0.1361329143,518,478,49,0.2952718089,0.1338324089,0.7271697525,0.1389978386,0.9003064468,0.09969355316,0.4466452844,0.445043094,0.1083116216,,0.8926961603,0.8926961603,0.8061889865,0.1073038397,0.1073038397,535,535,1.236696285,1.236696285,1,1,0.009723781718,-8.468429596e-09,0.002179437087,1.119246862,1.183673469,0.05722862825,0.05335601642,0.02049816414
Philadelphia,651,2023-07-18 11:00:00,0.09123606506,0.07674684299,0.1588102475,0.01448922207,0.1588102475,1,1202,0.01025791362,0.01574804,0.09123606506,0.07674684299,0.1588102475,0.01375269422,0.1507374765,0.9491671912,949,0.01025791362,0.01574804,0.008072771,0.0508328088,4.296730118,0.1608442649,1443,1202,115,0.4437430141,0.1639485414,0.6516448316,0.1844066271,0.8707465836,0.1292534164,1.660836722e-11,0.385126271,0.4529675914,0.1619061376,4.296730118,0.166296408,1080,949,94,0.3460621245,0.1917757344,0.6660049913,0.1422192742,0.8373294155,0.1626705845,0.4333807575,0.4338904735,0.132728769,,0.8329685494,0.8329685494,0.7137498727,0.1670314506,0.1670314506,1202,1202,4.296730118,4.296730118,1,1,0.01555893148,0.002034017373,0.005452143104,1.266596417,1.223404255,0.04218735281,0.04825448655,0.03341716806
New York,121,2019-06-25 07:00:00,0.5339519264,0.4678503907,0.1237967923,0.06610153571,0.1237967923,1,1576,0.04783041442,0.4973755967,0.5339519264,0.4678503907,0.1237967923,0.06275669246,0.1175324769,0.9493984034,1390,0.04783041442,0.4973755967,0.0062643154,0.0506015966,35.07910644,0.1238738574,1993,1576,135,0.4877573794,0.6468881064,0.3101041432,0.04300775038,0.8582685229,0.1417314771,4.964808346e-12,0.5311512048,0.3934779257,0.07537086948,35.07910644,0.126055913,1644,1390,127,0.4088570263,0.6616840304,0.2993929499,0.03892301971,0.7760369265,0.2085834961,0.4832827882,0.4461722302,0.07054498161,0.01537957742,0.8926013696,0.8926013696,0.8060343811,0.1073986304,0.1073986304,1576,1576,35.07910644,35.07910644,1,1,0.008523436091,7.706507347e-05,0.002182055618,1.13381295,1.062992126,0.01479592393,0.05269430448,0.08223159644
New York,105,2019-06-13 08:00:00,0.2561590109,0.2308547871,0.09878326619,0.02530422376,0.09878326619,1,1521,0.03122607429,0.4317587633,0.2561590109,0.2308547871,0.09878326619,0.02405556721,0.09390872931,0.9506542244,1390,0.03122607429,0.4317587633,0.00487453688,0.0493457756,13.3353173,0.09878326619,2012,1521,132,0.4910964877,0.6412924587,0.3162828145,0.04242472683,0.8144190887,0.1842830569,0.001297854408,0.5204019537,0.4309638879,0.04863415849,13.3353173,0.09988736896,1644,1390,127,0.4088570263,0.6616840304,0.2993929499,0.03892301971,0.7760369265,0.2085834961,0.4832827882,0.4461722302,0.07054498161,0.01537957742,0.9165582444,0.9165582443,0.8459690976,0.08344175564,0.08344175567,1521,1521,13.3353173,13.3353173,1,1,0.005978639653,2.021938172e-12,0.001104102771,1.094244604,1.039370079,0.02039157171,0.03711916543,0.03838216222
Philadelphia,658,2023-07-29 09:00:00,0.0198147851,0.01730577306,0.126623227,0.002509012031,0.126623227,1,686,0.00879234695,0.01574804,0.0198147851,0.01730577306,0.126623227,0.002387078241,0.1204695498,0.9514016716,643,0.00879234695,0.01574804,0.0061536772,0.0485983284,1.249107647,0.126623227,756,686,195,0.2945190836,0.06536864758,0.6019063007,0.3327250517,0.8688335377,0.1293405625,0.001825899751,0,0.06093699092,0.9390630091,1.249107647,0.1278315465,705,643,187,0.332270881,0.1451217418,0.546190442,0.3086878162,0.8752773604,0.1247226396,0,0.05775907368,0.9422409263,,0.9202469058,0.9202469057,0.8522753124,0.07975309423,0.07975309425,686,686,1.249107647,1.249107647,1,1,0.007361996677,1.229724655e-11,0.001208319465,1.066874028,1.042780749,0.07975309421,0.00317791724,0.006443822659
Houston,62,2019-04-30 03:00:00,0.4064162998,0.3585033474,0.1178913158,0.04791295236,0.1178913158,1,390,0.03738240115,0.01181103,0.4064162998,0.3585033474,0.1178913158,0.04603077072,0.1132601491,0.9607166425,324,0.03738240115,0.01181103,0.0046311667,0.0392833575,7.008516945,0.1181016749,510,390,32,0.5176269522,0.5260877816,0.395440253,0.07847196537,0.8905999657,0.1094000343,6.668440199e-12,0.5033302885,0.4166232315,0.08004648008,7.008516945,0.1191934787,381,324,26,0.4062996178,0.559875039,0.3864228236,0.05370213742,0.8200572543,0.1799427457,0.4739474168,0.4539209863,0.07213159684,,0.9158418525,0.9158418526,0.8447493151,0.08415814746,0.08415814745,390,390,7.008516945,7.008516945,1,1,0.005933329589,0.0002103590707,0.001091803818,1.203703704,1.230769231,0.03378725735,0.03729775485,0.07054271143
Houston,60,2019-04-18 05:00:00,0.457149008,0.4142356062,0.09387180327,0.04291340174,0.09387180327,1,369,0.0527549075,0.86220519,0.457149008,0.4142356062,0.09387180327,0.0413219366,0.09039052011,0.9629144958,324,0.0527549075,0.86220519,0.00348128316,0.0370855042,6.243465092,0.09387180327,539,369,31,0.5447510423,0.5260440111,0.4026340484,0.07132194048,0.8387616783,0.1612383217,1.267696681e-11,0.5032518323,0.4338900821,0.06285808559,6.243465092,0.09439856468,381,324,26,0.4062996178,0.559875039,0.3864228236,0.05370213742,0.8200572543,0.1799427457,0.4739474168,0.4539209863,0.07213159684,,0.9429522089,0.9429522089,0.89206204,0.05704779111,0.05704779108,369,369,6.243465092,6.243465092,1,1,0.004008044568,-1.367808644e-12,0.0005267614096,1.138888889,1.192307692,0.03383102789,0.02930441545,0.01870442397
San Antonio,507,2024-07-28 05:00:00,0.1698329055,0.1455310063,0.1430929955,0.02430189917,0.1430929955,1,563,0.02986680471,0.0393701,0.1698329055,0.1455310063,0.1430929955,0.02342123582,0.137907526,0.9637615419,482,0.02986680471,0.0393701,0.0051854695,0.0362384581,3.560331356,0.1441006397,729,563,60,0.4168052646,0.0626641629,0.7754486478,0.1618871893,0.9250457418,0.07495425819,3.933943927e-12,0.4323526948,0.4366922454,0.1309550598,3.560331357,0.1470736253,522,482,49,0.3025449878,0.1338324089,0.7337341109,0.1324334803,0.8991594948,0.1008405052,0.4450992679,0.4450491964,0.1098515357,,0.8529475186,0.8529475186,0.743599384,0.1470524814,0.1470524814,563,563,3.560331357,3.560331357,1,1,0.00916609931,0.00100764415,0.00297298566,1.168049793,1.224489796,0.07116824597,0.02110352406,0.02588624698
New York,101,2019-06-06 02:00:00,0.1381608698,0.1204755681,0.1280051421,0.01768530178,0.1280051421,1,1549,0.01875161061,0.1036745967,0.1381608698,0.1204755681,0.1280051421,0.01713856696,0.1240479086,0.9690853556,1390,0.01875161061,0.1036745967,0.0039572335,0.0309146444,9.423734096,0.1293600127,1944,1549,134,0.4921503834,0.6659722163,0.2912547978,0.04277298591,0.8328981618,0.1671018382,1.384472878e-11,0.4422407925,0.4890894224,0.06866978506,9.423734096,0.1308744357,1644,1390,127,0.4088570263,0.6616840304,0.2993929499,0.03892301971,0.7760369265,0.2085834961,0.4832827882,0.4461722302,0.07054498161,0.01537957742,0.9049388239,0.9049388239,0.8263819809,0.09506117607,0.09506117608,1549,1549,9.423734096,9.423734096,1,1,0.006826527131,0.001354870605,0.001514423026,1.114388489,1.05511811,0.008138152151,0.04291719225,0.05686123525
New York,122,2019-06-29 18:00:00,0.4169878714,0.3717146433,0.10857205,0.04527322804,0.10857205,1,1459,0.03686080824,0.04986879333,0.4169878714,0.3717146433,0.10857205,0.04391068105,0.1053044562,0.9699039135,1390,0.03686080824,0.04986879333,0.0032675938,0.0300960865,23.7154995,0.10857205,2083,1459,130,0.5189180609,0.649784675,0.3107389437,0.03947638132,0.7963219153,0.1972535556,0.006424529079,0.5025031582,0.4490673537,0.04842948804,23.7154995,0.1091253654,1644,1390,127,0.4088570263,0.6616840304,0.2993929499,0.03892301971,0.7760369265,0.2085834961,0.4832827882,0.4461722302,0.07054498161,0.01537957742,0.9506730482,0.9506730482,0.905983637,0.04932695182,0.04932695182,1459,1459,23.7154995,23.7154995,1,1,0.003820909191,3.911851398e-11,0.0005533153516,1.049640288,1.023622047,0.01189935534,0.02211549357,0.02028498876
New York,102,2019-06-10 12:00:00,0.3089764556,0.2744033364,0.1118956433,0.03457311928,0.1118956433,1,1460,0.0432816613,0.6207352433,0.3089764556,0.2744033364,0.1118956433,0.03355574592,0.108602922,0.9705732841,1390,0.0432816613,0.6207352433,0.0032927213,0.0294267159,18.11111689,0.1118956433,2006,1460,130,0.5003408399,0.649784675,0.3107389437,0.03947638133,0.7964195944,0.1971558765,0.006424529085,0.5025031582,0.4490545355,0.0484423063,18.11111689,0.1124700024,1644,1390,127,0.4088570263,0.6616840304,0.2993929499,0.03892301971,0.7760369265,0.2085834961,0.4832827882,0.4461722302,0.07054498161,0.01537957742,0.9505423532,0.9505423532,0.9057462739,0.04945764679,0.0494576468,1460,1460,18.11111689,18.11111689,1,1,0.003867080359,3.15646953e-11,0.0005743590278,1.050359712,1.023622047,0.01189935534,0.02210267532,0.02038266786
New York,103,2019-06-11 01:00:00,0.3539791125,0.3058296711,0.1360233972,0.04814944142,0.1360233972,1,1547,0.0432816613,0.00393701,0.3539791125,0.3058296711,0.1360233972,0.0470185982,0.1328287363,0.9765138869,1390,0.0432816613,0.00393701,0.0031946609,0.0234861131,25.59521297,0.1372506446,2045,1547,134,0.5183535214,0.6662414185,0.2911312317,0.04262734983,0.8223899668,0.1776100332,7.937332658e-12,0.4593379642,0.4758635425,0.06479849326,25.59521297,0.1387388113,1644,1390,127,0.4088570263,0.6616840304,0.2993929499,0.03892301971,0.7760369265,0.2085834961,0.4832827882,0.4461722302,0.07054498161,0.01537957742,0.9103726424,0.9103726424,0.8354898912,0.08962735759,0.0896273576,1547,1547,25.59521297,25.59521297,1,1,0.005910075014,0.001227247357,0.001488166757,1.11294964,1.05511811,0.008261718259,0.02969131237,0.04635304025
New York,110,2019-06-18 13:00:00,0.672594944,0.595564262,0.114527596,0.07703068199,0.114527596,1,1447,0.06813897394,0.80708705,0.672594944,0.595564262,0.114527596,0.07524688792,0.1118754885,0.9768430705,1390,0.06813897394,0.80708705,0.0026521075,0.0231569295,40.2881086,0.114527596,2073,1447,129,0.5179572285,0.6497670493,0.3107565694,0.03947638132,0.7917830372,0.2017924337,0.0064245291,0.4977909378,0.4517764439,0.05043261825,40.2881086,0.1149317815,1644,1390,127,0.4088570263,0.6616840304,0.2993929499,0.03892301971,0.7760369265,0.2085834961,0.4832827882,0.4461722302,0.07054498161,0.01537957742,0.960458173,0.960458173,0.9239245099,0.03954182698,0.03954182699,1447,1447,40.2881086,40.2881086,1,1,0.003056292976,-3.921132863e-11,0.0004041855152,1.041007194,1.015748031,0.01191698109,0.02011236337,0.0157461107
New York,123,2019-06-30 15:00:00,0.2729615004,0.241152528,0.1165328165,0.03180897243,0.1165328165,1,1445,0.02021357153,0.04724412,0.2729615004,0.241152528,0.1165328165,0.03115452011,0.1141352171,0.9794255436,1390,0.02021357153,0.04724412,0.0023975994,0.0205744564,16.62784393,0.1165328165,1920,1445,128,0.4802459684,0.6498535685,0.3106700502,0.03947638133,0.7940776983,0.1994977726,0.006424529084,0.4968246173,0.4491052269,0.05407015577,16.62784393,0.1168830136,1644,1390,127,0.4088570263,0.6616840304,0.2993929499,0.03892301971,0.7760369265,0.2085834961,0.4832827882,0.4461722302,0.07054498161,0.01537957742,0.9630360399,0.9630360399,0.9287073389,0.03696396006,0.03696396007,1445,1445,16.62784393,16.62784393,1,1,0.002747796523,-3.578970453e-11,0.0003501971593,1.039568345,1.007874016,0.01183046189,0.01647482584,0.01804077183
Dallas,58,2019-04-18 22:00:00,0.4339111185,0.3932770162,0.09364614235,0.04063410237,0.09364614235,1,217,0.03655756319,0.009842525,0.4339111185,0.3932770162,0.09364614235,0.03998690446,0.09215459745,0.9840725431,212,0.03655756319,0.009842525,0.0014915449,0.0159274569,5.281583299,0.09364614234,282,217,33,0.4466422617,0.8272853141,0.1500275088,0.02268717715,0.8913049209,0.1086950791,3.615857915e-12,0.6136512632,0.3711377135,0.01521102332,5.281583299,0.09411835137,232,212,33,0.3315792645,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,0.601196038,0.3856797957,0.01312416629,,0.9340034923,0.9340034922,0.8761787543,0.06599650774,0.06599650777,217,217,5.281583299,5.281583299,1,1,0.001963753916,-5.081088328e-12,0.0004722090215,1.023584906,1,0.009373764512,0.01454208224,0.0281582563
Dallas,62,2019-04-28 01:00:00,0.1708659535,0.1556481349,0.08906290776,0.01521781866,0.08906290776,1,216,0.01786907333,0.053149635,0.1708659535,0.1556481349,0.08906290776,0.01515896027,0.08871843664,0.9961322717,212,0.01786907333,0.053149635,0.00034447112,0.0038677283,1.973000234,0.08906290776,269,216,33,0.422629735,0.825745453,0.1515673699,0.02268717715,0.8872304622,0.1127695378,7.250144023e-12,0.6032214588,0.3815675179,0.01521102333,1.973000234,0.08928583376,232,212,33,0.3315792645,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,0.601196038,0.3856797957,0.01312416629,,0.9599200602,0.9599200602,0.9229291168,0.0400799398,0.0400799398,216,216,1.973000234,1.973000234,1,1,0.0005673971211,3.096092827e-12,0.000222925998,1.018867925,1,0.007833903398,0.004112277842,0.02408379757
Dallas,56,2019-04-18 02:00:00,0.4273576317,0.3910745264,0.08490103523,0.03628310535,0.08490103523,1,215,0.04562321539,0.171259935,0.4273576317,0.3910745264,0.08490103523,0.0362506982,0.08482520378,0.9991068253,212,0.04562321539,0.171259935,7.583145e-05,0.0008931747,4.69474522,0.08490103523,283,215,33,0.4487910668,0.8168211914,0.1604916315,0.02268717715,0.8728747944,0.1271252056,2.021319675e-12,0.601196038,0.3856797957,0.01312416629,4.69474522,0.08494376777,232,212,33,0.3315792645,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,0.601196038,0.3856797957,0.01312416629,,0.9893320292,0.9893320292,0.978889267,0.01066797085,0.01066797084,215,215,4.69474522,4.69474522,1,1,0.0001185639869,-1.144709327e-12,4.273253809e-05,1.014150943,1,0.001090358226,4.155495392e-12,0.009728129773
Dallas,55,2019-04-17 11:00:00,0.6297233168,0.5893344889,0.06413741853,0.04038882793,0.06413741853,1,212,0.04385983862,0.01574804,0.6297233168,0.5893344889,0.06413741853,0.04038882793,0.06413741853,1,212,0.04385983862,0.01574804,0,0,5.223364031,0.06413741853,264,212,33,0.4125999597,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,4.506053464e-12,0.601196038,0.3856797957,0.01312416629,5.223364031,0.06413741853,232,212,33,0.3315792645,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,0.601196038,0.3856797957,0.01312416629,,1,0.9999999999,0.9999999999,4.621538679e-11,5.005743021e-11,212,212,5.223364031,5.223364031,1,1,-2.100125629e-13,-1.272801309e-12,1.062788746e-12,1,1,1.187144827e-11,4.306795372e-12,8.573706823e-12
Dallas,57,2019-04-18 12:00:00,0.5691464883,0.5336756321,0.06232289383,0.03547085616,0.06232289383,1,212,0.04057741584,0.09448824,0.5691464883,0.5336756321,0.06232289383,0.03547085616,0.06232289383,1,212,0.04057741584,0.09448824,0,0,4.58733773,0.06232289382,280,212,33,0.4461656763,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,6.043272891e-12,0.601196038,0.3856797957,0.01312416629,4.58733773,0.06232289383,232,212,33,0.3315792645,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,0.601196038,0.3856797957,0.01312416629,,1,1,0.9999999999,3.674894387e-11,2.962177388e-11,212,212,4.58733773,4.58733773,1,1,-2.659997222e-12,-5.33062483e-12,2.670627608e-12,1,1,6.43097034e-12,7.140338668e-13,1.363511876e-11
Dallas,59,2019-04-23 19:00:00,0.6307852175,0.5893509343,0.06568683295,0.04143428321,0.06568683295,1,212,0.06215555493,2.210631115,0.6307852175,0.5893509343,0.06568683295,0.04143428321,0.06568683295,1,212,0.06215555493,2.210631115,0,0,5.358569577,0.06568683295,270,212,33,0.425653294,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,2.115793546e-12,0.601196038,0.3856797957,0.01312416629,5.358569577,0.06568683295,232,212,33,0.3315792645,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,0.601196038,0.3856797957,0.01312416629,,0.9999999999,0.9999999999,0.9999999999,5.05279692e-11,5.199650678e-11,212,212,5.358569577,5.358569577,1,1,2.740002669e-12,1.158462215e-12,1.581540454e-12,1,1,2.402708241e-12,2.38999185e-12,5.801088723e-12
Dallas,60,2019-04-24 11:00:00,0.6434381403,0.5968577639,0.07239293644,0.0465803764,0.07239293644,1,212,0.06215555493,0.041338605,0.6434381403,0.5968577639,0.07239293644,0.0465803764,0.07239293644,1,212,0.06215555493,0.041338605,0,0,6.024098126,0.07239293644,290,212,33,0.4652634116,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,7.636624975e-12,0.601196038,0.3856797957,0.01312416629,6.024098126,0.07239293644,232,212,33,0.3315792645,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,0.601196038,0.3856797957,0.01312416629,,1,1,0.9999999999,3.026996623e-11,4.546429297e-11,212,212,6.024098126,6.024098126,1,1,1.329991672e-12,1.354791279e-12,-2.479960681e-14,1,1,1.903941588e-11,2.878359877e-12,1.960496225e-11
Dallas,61,2019-04-24 15:00:00,0.6946419693,0.6530232001,0.05991398588,0.04161876914,0.05991398588,1,212,0.06215555493,0.352362395,0.6946419693,0.6530232001,0.05991398588,0.04161876914,0.05991398588,1,212,0.06215555493,0.352362395,0,0,5.38242858,0.05991398588,266,212,33,0.4170165014,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,4.807497562e-12,0.601196038,0.3856797957,0.01312416629,5.38242858,0.05991398588,232,212,33,0.3315792645,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,0.601196038,0.3856797957,0.01312416629,,1,0.9999999999,0.9999999999,4.061137297e-11,5.219604647e-11,212,212,5.38242858,5.38242858,1,1,2.980005132e-12,2.402383847e-13,2.739766747e-12,1,1,4.670654488e-12,1.49411386e-12,1.069876623e-11
Dallas,63,2019-04-28 09:00:00,0.3377999703,0.3128027442,0.07400008392,0.02499722615,0.07400008392,1,212,0.02141410712,0.005905515,0.3377999703,0.3128027442,0.07400008392,0.02499722615,0.07400008392,1,212,0.02141410712,0.005905515,0,0,3.232815079,0.07400008392,249,212,33,0.3772144151,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,9.260089988e-12,0.601196038,0.3856797957,0.01312416629,3.232815079,0.07400008392,232,212,33,0.3315792645,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,0.601196038,0.3856797957,0.01312416629,,1,0.9999999999,0.9999999999,3.98940752e-11,7.798792707e-11,212,212,3.232815079,3.232815079,1,1,3.990002773e-12,3.611222432e-12,3.787803404e-13,1,1,1.044803133e-12,6.0554773e-13,9.260021951e-12
Dallas,64,2019-04-30 18:00:00,0.6216910488,0.5875805947,0.05486721131,0.03411045415,0.05486721131,1,212,0.05493827201,0.005905515,0.6216910488,0.5875805947,0.05486721131,0.03411045415,0.05486721131,1,212,0.05493827201,0.005905515,0,0,4.411401083,0.05486721131,272,212,33,0.4298764315,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,3.05779975e-12,0.601196038,0.3856797957,0.01312416629,4.411401083,0.05486721131,232,212,33,0.3315792645,0.8179115496,0.1594012733,0.02268717715,0.8631466646,0.1368533354,0.601196038,0.3856797957,0.01312416629,,1,1,0.9999999999,4.654690807e-11,2.790329985e-11,212,212,4.411401083,4.411401083,1,1,6.000061559e-13,-6.649819584e-13,1.264988114e-12,1,1,4.501350681e-12,1.475904468e-12,1.478725262e-11
